Q1000078	Moravská Třebová
Q1233018	Frank Cottrell-Boyce
Q1233326	Dobloug Prize
Q1233406	Mathieu Valverde
Q1233494	Prades
Q1233504	Vespella de Gaià
Q1233513	La Pobla de Massaluca
Q1233527	L'Arboç
Q1233541	Renau
Q1233548	Rasquera
Q1233604	Dobrá Voda
Q1233619	Dobrš
Q1235033	Doksany
Q12356	Vallfogona de Ripollès
Q123576	Leandro Salino
Q1236066	Dolní Branná
Q1236076	Dolní Jiřetín
Q1236092	Dolní Kalná
Q1236124	Dolní Lomná
Q1236192	Dolní Pěna
Q1236210	Dolní Rožínka
Q1236215	Dolní Rychnov
Q1236223	Dolní Studénky
Q1236241	Dolní Zálezly
Q1236512	Sergey Dmitriev
Q1236817	Domanín
Q1236824	Domanín
Q123813	Hernán Cristante
Q1238488	Juan Carlos Zuleta
Q1238686	Polom
Q1238714	Golden Raspberry Award for Worst Director
Q123885	Royal Society
Q1239424	Thomas Andersson
Q1239471	Rouské
Q1239669	Donald Agu
Q1239760	Horní Folmava
Q1239808	Jiří Leňko
Q1240090	Donald Lynden-Bell
Q1240162	Donald Metcalf
Q124141	Kientzheim
Q1241654	Ferenc Puskás Football Academy
Q1242307	Ereño
Q1242317	Busturia
Q1243078	George Galamaz
Q1243881	Dorel Stoica
Q1246281	Ray Putterill
Q1246437	Real Madrid C
Q1246658	Emmanuel Aznar
Q1247104	Fata Salkunič
Q1248512	Conesa
Q124853	David Johnson
Q1248591	El Molar
Q1248993	Ladislav Rybánsky
Q1250853	Dorus de Vries
Q1251635	Doubí
Q1253472	Doxa Katokopias F.C.
Q1253603	Doğa Kaya
Q1253722	Doňov
Q1254555	Dragan Bogavac
Q1254568	Dragan Georgiev
Q12548	Holy Roman Empire
Q1254838	Tomokazu Hirama
Q1255198	Golden Globe Award for Best Television Series – Drama
Q1255332	Drahonín
Q1255625	Samuel Eto'o
Q1255729	Horní Staré Město
Q1255921	president
Q12560	Ottoman Empire
Q1257501	Golden Globe Award for Best Actress – Television Series Drama
Q12582	Argelaguer
Q1259156	HSwMS Dristigheten
Q1259302	Selçuk Görmüş
Q1259470	Drnovice
Q1259475	Drnovice
Q12598	Castellfollit de la Roca
Q1260149	Gavin Grant
Q1260678	Drozdov
Q126086	Antonio Salazar
Q1261853	Držkov
Q126215	Heinrich Heydemann
Q12626	Meurthe-et-Moselle
Q1262993	Dubenec
Q1263301	Dubá
Q126334	RC Strasbourg Alsace
Q126406	Nerijus Astrauskas
Q126447	André Moritz
Q126503	Filippo Inzaghi
Q1265048	Dumitru Moraru
Q12652	Moselle
Q1265269	Dunajovice
Q126547	Benetice
Q12655	Alt Àneu
Q126574	Bačkovice
Q1265782	Primetime Emmy Award for Outstanding Writing for a Variety Series
Q12668	Lladorre
Q12669	Esterri de Cardós
Q12671	Sant Ferriol
Q12672	Alins
Q1267640	Dusit
Q1268223	Dušan Tittel
Q1268372	Sebastian Szimayer
Q12685	Sant Jaume de Llierca
Q12686	Rialp
Q1268826	Dymokury
Q126903	Lucas Piazón
Q1269108	Oliver Otto
Q1269497	Dzintars Zirnis
Q1270129	Denmark national under-18 football team
Q1270133	Denmark national under-17 football team
Q1270152	Denmark national under-21 football team
Q12715	Vilaller
Q12717	Bas-Rhin
Q12722	Haut-Rhin
Q1272624	Děrné
Q1272658	Dětřichov nad Bystřicí
Q1272671	Děčany
Q1272772	Dřínov
Q1272907	Milan Živadinović
Q127320	Lars Lunde
Q1273466	E. B. Wilson Medal
Q1274296	Esporte Clube Santo André
Q1275033	Alexander Goldin
Q127539	René Bazin
Q127576	Christopher Oualembo
Q1276	Leonard Cohen
Q12761	Seine-Saint-Denis
Q1276141	Joe Baker
Q1276685	OL Lyonnes
Q1276737	Horky nad Jizerou
Q1277142	Ibrahima Gueye
Q1277549	France national under-21 association football team
Q1277961	Primetime Emmy Award for Outstanding Directing for a Comedy Series
Q1278130	Eastern FC
Q12784	Val-d'Oise
Q127921	C.D. Jorge Wilstermann
Q1279343	Luigi De Canio
Q1279364	Eberhard Schneider
Q127944	Arthur Holly Compton
Q127975	Jackson County
Q127976	Quily
Q1279917	Pistoiese FC
Q1280093	Ebrima Sohna
Q128020	The Strongest
Q128024	Club Bolívar
Q1280895	Club Necaxa
Q12813	Alilem
Q12813115	urban area in Sweden
Q1281333	Lancelot von Naso
Q128148	Manisaspor
Q12820	Yvelines
Q1282083	Lhotka u Radnic
Q12828	Burgos
Q128446	FC Porto
Q128543	Jean Chrétien
Q1285504	Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series
Q128560	
Q1285795	Edmondo Fabbri
Q1285970	Primetime Emmy Award for Outstanding Supporting Actor in a Comedy Series
Q1286294	Levente Schultz
Q1286331	Ernő Schwarz
Q128649	David di Donatello for Best Actor
Q1286572	Ismaël Bouzid
Q1286639	Primetime Emmy Award for Outstanding Supporting Actor in a Drama Series
Q128721	Steven Berghuis
Q1287241	Velemín
Q128725	Hidetoshi Nakata
Q1287335	Primetime Emmy Award for Outstanding Lead Actress in a Comedy Series
Q128736	John Forbes Nash
Q128744	Dešov
Q128768	Čáslavice
Q128787	Číměř
Q128823	John Ambrose Fleming
Q1288456	Péter Simek
Q12888	Sigay
Q1288968	Lužany
Q128909	Lorenzo Ebecilio
Q128935	Le Roc-Saint-André
Q1289495	Sliema Wanderers F.C.
Q1289682	Joakim Sjöhage
Q128992	Miralem Sulejmani
Q1290035	Bence Somodi
Q1290390	Frank Kirchhoff
Q129047	Saint-Constant
Q129089	Danny Hoesen
Q129121	Christian Streich
Q1291221	Golden Globe Award for New Star of the Year – Actress
Q1291391	Stebnice
Q1291479	Oksana Sarana-Hungeling
Q129485	Guerchy
Q12950	Alain Poher
Q1295093	Edwin de Graaf
Q1295132	Lóránd Szatmári
Q1295587	Hradištko
Q129568	Skeppshult
Q1296227	Riksmål Society Literature Prize
Q129655	Dougie Freedman
Q129673	Ulsan HD FC
Q1296785	Egbert ter Mors
Q12969145	President of Argentina
Q1297008	Egebergs Ærespris
Q1297072	László Gonda
Q129736	Marvin Compper
Q12974	Albert I of Belgium
Q1298464	Tomáš Sedlák
Q1299792	Yannick Kakoko
Q1300351	Lovečkovice
Q1300392	Vysoká u Příbramě
Q130075	Markus Steinhöfer
Q1301073	Kaproun
Q130165	Prunoy
Q1301832	Széchenyi Prize
Q13022	Amer
Q130332	Borek
Q1303343	Yuanling Yuan
Q1304079	René Petit
Q1304962	Mohammad Reza Adelkhani
Q13050	Sils
Q1305239	Ludslavice
Q130582	China men's national football team
Q130655	Villanueva de la Concepción
Q1306649	Paul Ramírez
Q1306745	Pojedy
Q130688	Antonio López Ojedo
Q130798	Kendrick Lamar
Q13083	Fogars de la Selva
Q1308309	Manuel Belleri
Q1308431	Studánka
Q130873	Menachem Begin
Q130931	Maksim Mikhalyov
Q1309579	Marian Pană
Q1310812	Froylán Ledezma
Q131209	FK Austria Wien
Q131215	SK Rapid Wien
Q131234	Toni Kroos
Q13124	Free Democratic Party
Q1313164	Rugat
Q1313260	Mehmet Ali Kıran
Q1313664	Lhůta
Q131371	Boston Celtics
Q131378	APOEL F.C.
Q131433	Shania Twain
Q131499	S.L. Benfica
Q13152	Moclinejo
Q1315874	Tachovská Huť
Q131603	TSV 1860 München
Q13164	Moscow State University
Q131691	Arthur Wellesley, 1st Duke of Wellington
Q131785	Denmark men's national football team
Q1317929	Giampiero Bartoli
Q1317976	Luca Bartolini
Q1318138	Bruno Baruzzi
Q1318166	Ettore Baruzzi
Q1318628	Francesco Battaglia
Q1318965	Dante Baviera
Q1318968	Melvin Holwijn
Q131912	Marco Aratore
Q1319157	Nicola Beati
Q1319161	Simeon Jackson
Q1319531	Lino Begnini
Q131964	Austrian Empire
Q1319693	Antonio Bellavista
Q1319779	Stefano Bellè
Q131989	Max Gold
Q1320315	Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Supporting Role
Q132050	governor
Q1320688	R.A. Dickey
Q132083	Roman Uzdenov
Q1321228	Lacam-d'Ourcet
Q1321419	Wäğiz Ğäliullin
Q1321755	Silvia-Raluca Sgîrcea
Q13217683	United States senator
Q13218630	member of the United States House of Representatives
Q1321888	Aledo
Q132190	Arianne Caoili
Q1322371	Hovorčovice
Q1322550	FC Petrolul Ploiești
Q1322654	Liga Deportiva Alajuelense
Q132287	Adrian Falub
Q1323256	Route nationale 3
Q132361	Janek Meet
Q1323640	Rudolf Magnus
Q1323847	Metin Aktaş
Q1324112	Hasselblad Award
Q1324913	Elard Ostermann
Q1324941	Rasmus Würtz
Q132605	Sindangan
Q1326740	Walter Robert Corti
Q132684	
Q1327122	Guido Spork
Q1327704	Karl Berger
Q1328563	Manuel Hiemer
Q1328692	Georg Blatnik
Q132885	Olympique de Marseille
Q1328917	Elia Legati
Q1329060	Enrique Mateos
Q132952	Adam Sandler
Q13306	Alexandre Lacazette
Q1331491	Elke Hartmann
Q1331509	Prauthoy
Q1331678	Ella Barowsky
Q1332303	Marcin Burkhardt
Q1332687	Marek Koźmiński
Q133356	Ukrainian Soviet Socialist Republic
Q1333685	Gerard Plessers
Q1333748	Krakovec
Q1333979	Kostadin Dyakov
Q1334037	Eltaj Safarli
Q133414	Aleksandr Shubladze
Q1334252	Elvin Morton Jellinek
Q1334256	Elvira Drobinski-Weiß
Q1334306	Elvis Hajradinović
Q1334427	Horacio Casarín
Q1334509	Trevor Nunn
Q1334610	Emanuel Bentil
Q1334626	Emanuel Centurión
Q1334637	Emanuel Berg
Q1334680	Mel Sterland
Q133520	Grêmio Barueri Futebol
Q133556	Ashley Cole
Q1335744	Emil Fischer Medal
Q13363064	NK Olimpija Ljubljana
Q13371	Harvard University
Q13375	Pisa
Q13381	US Triestina Calcio 1918
Q13385	SPAL
Q13391	US Lecce
Q13397712	Borussia Mönchengladbach II
Q1339919	Ernst Hellmut Vits Award
Q1340199	Lomonosov Gold Medal
Q134073	SC Wiener Neustadt
Q1341193	Hammett Prize
Q1341487	Philip K. Dick Award
Q13416768	G.S. Iraklis Thessalonikis
Q134183	Magic Johnson
Q13419	Bordils
Q13422	Canet d'Adri
Q134241	Feyenoord Rotterdam
Q134255	Górnik Zabrze
Q13426	Celrà
Q13430	Flaçà
Q1344163	France national under-20 association football team
Q134430	Snow White and the Seven Dwarfs
Q134479	Croatia men's national football team
Q1345016	Poetik-Professur an der Universität Bamberg
Q13466	Cruïlles, Monells i Sant Sadurní de l'Heura
Q13476486	TCA Award for Individual Achievement in Drama
Q134798	Haruki Murakami
Q1348189	G.A.S. Veria
Q134916	Uruguay men's national football team
Q134925	Greece men's national football team
Q1349814	S.C. Ravenna Sport
Q135438	Julio Hernán Rossi
Q1355043	Minister for Foreign Affairs
Q135616	Yeysk
Q135837	
Q13585	Vilopriu
Q1360691	Samfundet De Nio's Grand Prize
Q13607	Porqueres
Q136137	Vasilefs Georgios
Q13622	Eschelbronn
Q13638	Breda
Q136433	PFC CSKA Sofia
Q136583	Thomas Lam
Q136696	Lasker-DeBakey Clinical Medical Research Award
Q1368064	Malatyaspor
Q136816	Andre Iguodala
Q1369461	Sakaryaspor
Q13695	Tenochtitlan
Q1371091	Secretary of State for Foreign and Commonwealth Affairs
Q137116	Lucillo
Q137129	Cebrones del Río
Q137141	San Millán de los Caballeros
Q13733	Bolvir
Q13745	Llívia
Q13747	Isòvol
Q137499	FC 08 Homburg
Q13757	Prats i Sansor
Q1377738	European Film Award for Best Actress
Q1377763	European Film Award for European Discovery of the Year
Q1379623	P.C. Hooft Award
Q13797	Orís
Q13803	Les Masies de Roda
Q138089	Philadelphia 76ers
Q1380971	Viareggio Calcio
Q13814	Prats de Lluçanès
Q13822	Sant Martí d'Albars
Q138230	Kasımpaşa S.K.
Q138239	Santa Marina del Rey
Q138248	Sint-Truidense V.V.
Q138268	Prado de la Guzpeña
Q138304	Matanza
Q13833	Sant Vicenç de Torelló
Q138458	Hackensack
Q13852	Tavertet
Q1385301	Perkin Medal
Q1386850	F.C. Alverca
Q1387050	Japan Academy Prize for Director of the Year
Q1387445	FC Juniors OÖ
Q1387471	F.C. Penafiel
Q138749	Denmark national under-16 association football team
Q1387864	MFK Vítkovice
Q138839	Wayne Hennessey
Q1388830	FK Bohemians Prague
Q1388889	FC Fakel Voronezh
Q1389125	FK Voždovac
Q139076	Zabrušany
Q139184	BAFTA Award for Best Film
Q139319	Russian Republic
Q13932	Rellinars
Q13937	Sant Llorenç Savall
Q139399	Calcio Foggia 1920
Q1396110	Faraday Medal
Q1398111	Fatih Karagümrük S.K.
Q140064	Zadní Chodov
Q1402356	Feldberg Foundation
Q140319	Ubaldo Fillol
Q140497	Zagłębie Lubin
Q140520	Zahara de la Sierra
Q140686	chairperson
Q141045	Kitchee SC
Q1411550	Alexander Agassiz Medal
Q14118284	Eintracht Frankfurt II
Q141204	Luyego
Q141244	Matadeón de los Oteros
Q14132	North Korea men's national football team
Q141358	Lyubertsy
Q1414246	United States National Security Advisor
Q141544	canton of Plateau d'Hauteville
Q141688	Anorthosis Famagusta FC
Q1417183	Racing Club de Montevideo
Q1417287	Panserraikos F.C.
Q1418009	NBA All-Rookie Team
Q141882	FC Erzgebirge Aue
Q141931	Dynamo Dresden
Q141971	1. FC Union Berlin
Q142	France
Q142005	F.C. Hansa Rostock
Q142038	Radmilo Mihajlović
Q1420891	Golden Raspberry Award for Worst Original Song
Q14211	Prime Minister of the United Kingdom
Q14213	United States Secretary of State
Q1421666	Golden Raspberry Award for Worst Screenplay
Q1422	Juventus FC
Q1422140	Golden Globe Award for Best Original Score
Q1422177	Paulista Futebol Clube
Q1423118	Göztepe S.K.
Q1423718	K.A.S. Eupen
Q142392	Prometheus Award
Q1424072	Independiente Santa Fe
Q142525	Svatoslav
Q1426348	Chiapas F.C.
Q14278	John Frederick William Herschel
Q1435819	Fontane-Preis
Q1437834	Grawemeyer Awards
Q1441582	American Music Award for Favorite Country Female Artist
Q1441676	American Music Award for Favorite Pop/Rock Band/Duo/Group
Q144190	PFC Levski Sofia
Q144331	Zaidín
Q1445521	Tony Award for Best Actor in a Play
Q144596	Zakaria Charara
Q144689	Efe Sodje
Q1447181	Gotham FC
Q14475832	ship commissioning
Q1449	Genoa
Q144952	Zalaegerszegi TE
Q145	United Kingdom
Q1450557	France national under-18 association football team
Q1450568	France national under-17 association football team
Q1453643	Grammy Award for Best New Artist
Q14551982	SSV Ulm 1846 Fußball
Q1455666	Fresenius Prize
Q145638	Kashira
Q1457	U.C. Sampdoria
Q145808	Sergio González Soriano
Q14592615	keel laying
Q1459443	Grammy Award for Best R&B Song
Q1460053	Panetolikos F.C.
Q146016	Zamudio
Q146027	One Direction
Q1463	Ferdinand Marcos
Q1464421	Czech Republic national under-21 football team
Q1465181	NBA All-Defensive Team
Q1467106	Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role
Q146907	Miralem Pjanić
Q14713606	ship launching
Q1472235	Golden Globe Award for Best Original Song
Q1474410	Tony Award for Best Featured Actor in a Play
Q147495	Wesley So
Q1475269	Wisła Płock
Q14753120	Italy national under-15 football team
Q1478089	Tony Award for Best Original Score
Q1480781	Japan Academy Prize for Outstanding Performance by an Actor in a Leading Role
Q1480985	Club Atlético Morelia
Q148109	Subrahmanyan Chandrasekhar
Q148299	Zastávka
Q14839548	minor locality in Sweden
Q148646	Michelbach
Q1496528	Gay-Lussac-Humboldt-Prize
Q1500900	Correcaminos UAT
Q150140	Blair Adams
Q1501893	SV Wilhelmshaven
Q15029	Hu Jintao
Q15046323	Daytime Emmy Award for Outstanding Drama Series Directing Team
Q150526	Santiago Ramón y Cajal
Q15056768	Major League Baseball debut
Q15063567	Grand Vizier of the Ottoman Empire
Q1508285	Paysandu Sport Club
Q15089689	Major League Baseball initial signing
Q1509201	AVN Hall of Fame
Q15096815	MTV Movie Award for Best Female Performance
Q151034	Kevin-Prince Boateng
Q151062	Michael Rensing
Q1510813	South Melbourne Football Club
Q15116950	August Wilhelm von Hofmann Medal
Q15119005	Robert Koch Gold Medal
Q151278	Holger Badstuber
Q1513287	Vila Nova Futebol Clube
Q151460	Sedlejov
Q151485	Suchá
Q151624	German Confederation
Q151747	Fortuna Düsseldorf
Q15180	Soviet Union
Q151853	Mark van Bommel
Q151991	European Southern Observatory
Q1520442	Jomo Cosmos F.C.
Q152067	Oscar Hiljemark
Q152087	Humboldt-Universität zu Berlin
Q1522873	Josiah Willard Gibbs Lectureship
Q152337	Charlemagne Prize
Q152424	East Germany national football team
Q152492	Roque Santa Cruz
Q15253460	William James Fellow Award
Q152886	Lars Bender
Q1530	Baghdad
Q153006	Freie Universität Berlin
Q15303658	Scheele Award
Q153136	Habsburg monarchy
Q1534190	Goethe Plaque of the City of Frankfurt
Q153436	Jason Davidson
Q1534906	Golden Globe Award for New Star of the Year – Actor
Q1535117	Golden Feather
Q1535145	Golden Raspberry Award for Worst Screen Couple/Ensemble
Q153529	Duchy of Milan
Q153535	Alemannia Aachen
Q153539	SpVgg Greuther Fürth
Q1535532	Golden Calf for Best Actress
Q153745	Beuel
Q153753	Albert Bandura
Q153786	Edin Džeko
Q1537996	Tony Award for Best Actress in a Musical
Q154053	Eintracht Braunschweig
Q15407	Castellcir
Q15409	Figaró-Montmany
Q15411	Fogars de Montclús
Q1542148	Grammy Award for Best Female Rock Vocal Performance
Q1542172	Grammy Award for Best Melodic Rap Performance
Q1542180	Grammy Award for Best Reggae Album
Q1542186	Grammy Award for Best Rock Instrumental Performance
Q1542199	Grammy Award for Best Solo Rock Vocal Performance
Q1542205	Grammy Award for Best Rock Performance by a Duo or Group with Vocal
Q1542811	Grand prix littéraire en poésie d'Afrique noire
Q154293	MSV Duisburg
Q1543	AC Milan
Q1543268	MacArthur Fellows Program
Q1543501	Giresunspor
Q15440	Sant Antoni de Vilamajor
Q154408	Germany women's national football team
Q15444	Sant Feliu de Codines
Q154537	Obrubce
Q15457	Tagamanent
Q154586	Levon Aronian
Q154590	Golden Bear
Q15460	Vallromanes
Q15464509	Grand Officer of the National Order of Quebec
Q15464524	Officer of the National Order of Quebec
Q154804	Leipzig University
Q154888	Lidice
Q15491	Casserres
Q15493	Castellar de n'Hug
Q154963	René Adler
Q155087	Thornton Wilder
Q155186	FC Carl Zeiss Jena
Q15521	Montclar
Q155218	Rot-Weiss Essen
Q155251	Antonio Maceda
Q155290	Julio Salinas
Q155318	
Q155334	
Q155380	Stanley B. Prusiner
Q155388	Sofia Polgar
Q15544	Vilada
Q1554462	Philip Morris Research Prize
Q155452	TuS Koblenz
Q155461	Robert Huth
Q155525	César Milstein
Q155718	DAX
Q155730	1. FC Magdeburg
Q155768	Joseph Lister
Q155794	Hans Bethe
Q155808	Mainit
Q155855	Karel Čapek
Q155970	Banguingui
Q156111	General Government
Q156195	Pangutaran
Q156225	Pata
Q156305	a-ha
Q15631	El Papiol
Q15631401	Fellow of the Royal Society
Q15634880	Gwangju Sangmu FC
Q156593	Sambir
Q156618	Sterling County
Q156732	Kherson
Q156747	Poltava
Q15678	Cáceres
Q156799	Felipe González
Q156810	Martha Argerich
Q156814	Yehudi Menuhin
Q15692068	Grammy Award for Producer of the Year, Non-Classical
Q157004	Jorge Semprún
Q1570132	Lobos de la BUAP
Q157020	Rot-Weiß Oberhausen
Q157204	Milorad Pavić
Q1572080	Oliver E. Buckley Condensed Matter Prize
Q157210	Ryōji Noyori
Q157259	John Russell, 1st Earl Russell
Q157318	Leszek Kołakowski
Q15733044	Minister without portfolio
Q157352	FSV Frankfurt
Q157463	1. FC Saarbrücken
Q157464	KFC Uerdingen 05
Q15755	FC Augsburg
Q1576163	Kawabata award
Q157725	Chernivtsi
Q1577949	Rosenstiel Award
Q157828	Holstein Kiel
Q15782921	ACS Award for Creative Work in Synthetic Organic Chemistry,
Q157839	Christian Lell
Q157847	Toni Schumacher
Q15786	1. FC Nürnberg
Q15789	FC Bayern Munich
Q1579270	Ukraine national under-21 football team
Q15799	Club Atlético River Plate
Q158121	SpVgg Unterhaching
Q15821575	John Price Wetherill Medal
Q158242	Adamov
Q158243	Zvjezdan Misimović
Q158394	Cees Nooteboom
Q158423	Buštěhrad
Q158552	Číhošť
Q158584	Duchcov
Q1587677	Prime Minister of France
Q1587906	Harvey Prize
Q158848	Meshchovsk
Q158969	Úsobí
Q159	Russia
Q159123	Nils Petersen
Q15938	El Bruc
Q15939	Cabrera d'Anoia
Q159409	Louise Bourgeois
Q15945	Castellfollit de Riubregós
Q15949	Els Hostalets de Pierola
Q159518	Frank Rost
Q15958	Orpí
Q159622	Ali Daei
Q159631	Kingdom of Württemberg
Q15964	Sant Martí Sesgueioles
Q15964890	member of the House of Commons of Canada
Q15972883	1. FC Köln II
Q15973	Veciana
Q159861	Dresden–Görlitz railway
Q159893	Atlanta Hawks
Q159909	Goethe Prize
Q159930	BFC Dynamo
Q159936	Kickers Offenbach
Q160016	member states of the United Nations
Q160112	Museo del Prado
Q160456	Angela Davis
Q160472	Marc-André ter Stegen
Q160530	VfL Osnabrück
Q160532	SC Paderborn 07
Q1605690	Henri Poincaré Prize
Q1607116	Henry Norris Russell Lectureship
Q160808	Clemens Fritz
Q160826	Sweden men's national football team
Q161019	Frickingen
Q161034	SV Wacker Burghausen
Q161039	Josué Anunciado de Oliveira
Q161060	Přibyslav
Q161074	FC Sachsen Leipzig
Q161345	Houston Rockets
Q16146879	International Emmy Award for best drama series
Q1614821	Hervorragender Wissenschaftler des Volkes
Q16153104	BBC 100 Women
Q161554	Chemnitzer FC
Q1615857	Prix Romy Schneider
Q161609	Krásná Hora
Q1616499	Best Crime Novel in Swedish Translation
Q161806	Académie Française
Q16183	Province of Genoa
Q161885	Kingdom of Great Britain
Q16191288	Gold Logie Award for Most Popular Personality on Australian Television
Q16202700	Governor of North Carolina
Q162317	1. FC Lokomotive Leipzig
Q162364	1. FC Pforzheim
Q162449	1. FFC Frankfurt
Q162450	1. FFC Turbine Potsdam
Q162467	FK Drnovice
Q162472	FK Příbram
Q1624749	Turkey national under-21 football team
Q1627408	Satellite Award for Best Actor – Motion Picture
Q162754	Chancellor of the Duchy of Lancaster
Q1628465	TKİ Tavşanlı Linyitspor
Q162990	Cleveland Cavaliers
Q1630	Altona
Q1630430	Portugal national under-21 football team
Q16310	Province of Venice
Q1631883	Howard N. Potts Medal
Q16320	Club Atlético Peñarol
Q16321336	Shadow Secretary of State for Work and Pensions
Q16334	Città di Casale
Q1633430	Londrina E.C.
Q163415	William Shockley
Q163437	Zisis Vryzas
Q16344	A.C. Perugia Calcio
Q16348	US Alessandria Calcio 1912
Q163534	Austria men's national football team
Q163547	Republic of Ireland men's national association football team
Q1635542	Linnean Medal
Q1635778	PFC Spartak Varna
Q163580	Henschel & Sohn
Q163750	Jorginho
Q163881	Ivanovice na Hané
Q164021	Ladná
Q164089	Mexico men's national football team
Q164106	Péter Esterházy
Q164134	United States men's national soccer team
Q1641573	Colombia national under-20 football team
Q164346	Einar Gerhardsen
Q164389	Vilhelm Bjerknes
Q164425	Jacques Hadamard
Q164468	Vrané nad Vltavou
Q164491	Vystrkov
Q164505	Želiv
Q164533	Staré Bříště
Q164536	Frymburk
Q164546	Alfredo Di Stéfano
Q164575	Paulo Assunção
Q164579	Ročov
Q164602	Mladé Bříště
Q1648933	Tanizaki Prize
Q165008	German New Guinea
Q165015	Wangen im Allgäu
Q165141	Switzerland men's national football team
Q165154	Kingdom of Sardinia
Q16525407	1. FC Kaiserslautern II
Q16525419	1. FSV Mainz 05 II
Q165313	National Society of Film Critics Award for Best Supporting Actor
Q165327	Lionel Bah
Q16536906	Bayer 04 Leverkusen II
Q16559523	Eintracht Braunschweig II
Q16565	Charlotte
Q165953	Lesná
Q1659569	NAACP Image Award for Outstanding Supporting Actress in a Motion Picture
Q165957	Lesonice
Q1659572	NAACP Image Award for Outstanding Actress in a Motion Picture
Q165960	Lukov
Q165981	Ostašov
Q165982	Litovany
Q1660030	Janssen Medal
